('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('SL04652-2022-11-01-12682','S529-10','TJsXRDoJcMG', 'MB')
('SL22517-2022-11-02-12678','S529-6','EEsS', 'UB')
('AC12058-2022-11-01-12831','A713-15','rkMmxmDecJyqSOU', 'UB')
('SL22517-2022-11-01-12615','S526-15','hTmRREEFyt', 'SL')
('SL12058-2022-11-01-12538','S523-10','ENxc', 'MB')
('AC04652-2022-11-02-12814','A712-16','oHnUvkiSyfrawS', 'UB')
('AC04652-2022-11-02-12815','A712-17','IZEfzlo', 'SL')
('SL22517-2022-11-02-12682','S529-10','AtkaUMsMsU', 'MB')
('SL12058-2022-11-01-12544','S523-16','y', 'SU')
('SL22517-2022-11-01-12619','S526-19','Bx', 'UB')
('AC12058-2022-11-01-12836','A714-2','VkxlmnGhAdL', 'LB')
('SL04652-2022-11-02-12717','S530-21','cSHSe', 'MB')
('AC12058-2022-11-01-12865','A715-13','cQktnZkP', 'LB')
('SL04652-2022-11-02-12746','S532-2','LHRJDXCWGM', 'MB')
('SL22517-2022-11-01-12663','S528-15','dLNpdWytMwL', 'SL')
('AC04652-2022-11-01-13078','A727-10','vv', 'UB')
('AC22517-2022-11-01-12923','A718-17','roTx', 'SL')
('AC22517-2022-11-01-12961','A721-1','yXChMECErQC', 'LB')
('AC22517-2022-11-02-12901','A717-13','lNT', 'LB')
('AC22517-2022-11-01-12965','A721-5','LOXbLfgyHDTK', 'SL')
('SL04652-2022-11-02-12826','S535-10','S', 'MB')
('SL22517-2022-11-01-12740','S531-20','RtveagdFI', 'LB')
('SL12058-2022-11-01-12666','S528-18','pdGIpc', 'MB')
('AC04652-2022-11-02-12954','A720-12','sVoDk', 'SU')
('AC12058-2022-11-01-12942','A719-18','GOfueTedQxjMRDTY', 'SU')
('AC04652-2022-11-01-13123','A730-1','unKNlT', 'LB')
('AC04652-2022-11-02-12999','A723-3','VoAxQdP', 'UB')
('AC12058-2022-11-01-12983','A722-5','xuhFIIiDrrPI', 'SL')
('AC12058-2022-11-01-13017','A724-3','FzPlvOdYLHUBOq', 'UB')
('AC12058-2022-11-01-13018','A724-4','S', 'UB')
('AC22517-2022-11-01-13061','A726-11','MCiAxRvbQ', 'SL')
('SL04652-2022-11-01-12945','S540-9','fqYzHNvnq', 'LB')
('SL12058-2022-11-01-12813','S534-21','aKHp', 'MB')
('AC04652-2022-11-01-13262','A737-14','XueLKR', 'LB')
('SL04652-2022-11-01-12948','S540-12','agcTT', 'LB')
('AC04652-2022-11-02-13108','A729-4','NkUjvcXHmX', 'UB')
('SL22517-2022-11-02-12946','S540-10','UzZEMDAG', 'MB')
('SL04652-2022-11-01-12952','S540-16','CrkmusBeCOZkNQJ', 'SU')
('AC12058-2022-11-01-13071','A727-3','XumHqgWgaLbjC', 'UB')
('SL04652-2022-11-02-12970','S541-10','WT', 'MB')
('SL22517-2022-11-01-12882','S537-18','nYntXmZx', 'MB')
('SL12058-2022-11-01-12821','S535-5','QMeUMR', 'MB')
('SL04652-2022-11-01-12956','S540-20','DATTXQSoT', 'LB')
('SL22517-2022-11-02-12953','S540-17','CmFi', 'LB')
('SL04652-2022-11-02-12977','S541-17','jiFSyNsqGbUJ', 'LB')
('SL22517-2022-11-02-12955','S540-19','XIvMuiXgD', 'UB')
('AC04652-2022-11-01-13271','A738-5','pYXjluS', 'SL')
('SL22517-2022-11-02-12956','S540-20','pO', 'LB')
('SL22517-2022-11-02-12957','S540-21','JnAnIrFbtPu', 'MB')
('SL22517-2022-11-01-12905','S538-17','dQNy', 'LB')
('SL22517-2022-11-01-12908','S538-20','weHCWTUCvXDio', 'LB')
('SL22517-2022-11-02-12982','S541-22','tmngwckb', 'UB')
('AC04652-2022-11-01-13302','A739-18','yOAstWDNlktWIeu', 'SU')
('SL12058-2022-11-01-12859','S536-19','wcxij', 'UB')
('AC22517-2022-11-02-13087','A728-1','WkgLN', 'LB')
('SL22517-2022-11-02-12997','S542-13','lxFG', 'MB')
('SL04652-2022-11-01-13005','S542-21','Pijy', 'MB')
('SL04652-2022-11-02-13029','S543-21','AvPgWJWoIzW', 'MB')
('AC04652-2022-11-01-13316','A740-14','uniHcx', 'LB')
('AC12058-2022-11-01-13130','A730-8','nxuEPrLzYhwY', 'LB')
('AC04652-2022-11-01-13328','A741-8','kMxEPAUlz', 'LB')
('SL12058-2022-11-01-12874','S537-10','ATKT', 'MB')
('AC22517-2022-11-01-13172','A732-14','lrwDerzBpLCwafc', 'LB')
('SL22517-2022-11-01-12945','S540-9','tgWzdaRjotCWHhn', 'LB')
('SL22517-2022-11-01-12946','S540-10','TKpf', 'MB')
('SL04652-2022-11-01-13020','S543-12','qG', 'LB')
('AC12058-2022-11-01-13141','A731-1','rAslxp', 'LB')
('AC22517-2022-11-01-13175','A732-17','wAttJrwnErY', 'SL')
('AC12058-2022-11-01-13142','A731-2','Hmog', 'LB')
('AC22517-2022-11-01-13176','A732-18','Fi', 'SU')
('AC04652-2022-11-01-13339','A742-1','Nf', 'LB')
('SL04652-2022-11-02-13043','S544-11','qZEPKXykceNqLkC', 'UB')
('AC22517-2022-11-01-13182','A733-6','NvSoReNVtHQy', 'SU')
('SL12058-2022-11-01-12882','S537-18','YQ', 'MB')
('SL22517-2022-11-02-13022','S543-14','gCAhdxmf', 'UB')
('AC22517-2022-11-01-13186','A733-10','FVUWhcjhG', 'UB')
('SL22517-2022-11-01-12951','S540-15','jgcxvgRgOZzCF', 'SL')
('SL22517-2022-11-02-13025','S543-17','ESbPWxVPv', 'LB')
('AC12058-2022-11-01-13153','A731-13','wDSdvm', 'LB')
('AC22517-2022-11-01-13192','A733-16','wvlQNqC', 'UB')
('AC04652-2022-11-01-13358','A743-2','kByTxGUc', 'LB')
('AC22517-2022-11-02-13126','A730-4','mPmLxRuPANR', 'UB')
('SL12058-2022-11-01-12890','S538-2','QzPxAxCUdWZIsLeX', 'MB')
('AC12058-2022-11-01-13179','A733-3','rE', 'UB')
('AC22517-2022-11-01-13226','A735-14','LRomZiXOLvnVMXFm', 'LB')
('AC04652-2022-11-01-13397','A745-5','RYmPFFYTqGbOxI', 'SL')
('SL22517-2022-11-01-13015','S543-7','TvTLtcp', 'SL')
('SL22517-2022-11-02-13090','S546-10','wWtoFIKIv', 'MB')
('SL04652-2022-11-01-13102','S546-22','dyICmnkSjG', 'UB')
('AC22517-2022-11-01-13274','A738-8','AwZwhnzZsPPQgmlG', 'LB')
('AC12058-2022-11-01-13227','A735-15','SJJclRMYpPZ', 'UB')
('AC04652-2022-11-02-13247','A736-17','DvjufKV', 'SL')
('AC04652-2022-11-01-13433','A747-5','qOofdTC', 'SL')
('SL22517-2022-11-02-13117','S547-13','ssUraOKbfdDkNmh', 'MB')
('AC04652-2022-11-02-13263','A737-15','DPxjmSjEtYVW', 'UB')
('SL22517-2022-11-01-13041','S544-9','JnewUukYZuV', 'LB')
('AC12058-2022-11-01-13237','A736-7','dSqYCYdrzxWrX', 'LB')
('AC12058-2022-11-01-13238','A736-8','ZrVLDHmcuKL', 'LB')
('SL22517-2022-11-01-13044','S544-12','oIkFlh', 'LB')
('SL22517-2022-11-02-13153','S549-1','wBHZntQrJGQ', 'LB')
('SL04652-2022-11-02-13162','S549-10','qQbwRZak', 'MB')
('SL22517-2022-11-02-13164','S549-12','Gg', 'LB')
('AC04652-2022-11-01-13497','A750-15','PbEEbiraQLzYSj', 'UB')
('AC04652-2022-11-02-13316','A740-14','VMNuMWsIdkwmT', 'LB')
('SL04652-2022-11-02-13171','S549-19','xOEaGSVqgOdxeBPY', 'UB')
('AC12058-2022-11-01-13279','A738-13','dLPXXLIb', 'LB')
('AC04652-2022-11-01-13503','A751-3','HFK', 'UB')
('AC22517-2022-11-01-13354','A742-16','MVxtkHeNjGY', 'UB')
('SL22517-2022-11-02-13178','S550-2','QdofLxZHAXpgkDH', 'MB')
('AC22517-2022-11-01-13358','A743-2','Yenq', 'LB')
('AC04652-2022-11-01-13512','A751-12','OcINXgIsTtXpbtl', 'SU')
('AC12058-2022-11-01-13295','A739-11','qihKtmeJua', 'SL')
('AC12058-2022-11-01-13296','A739-12','WPDqr', 'SU')
('SL04652-2022-11-01-13202','S551-2','WEBpEoDBnphL', 'MB')
('AC04652-2022-11-02-13337','A741-17','PDOF', 'SL')
('SL12058-2022-11-01-13010','S543-2','HaovDqlkD', 'MB')
('SL12058-2022-11-01-13011','S543-3','ahO', 'UB')
('SL04652-2022-11-01-13205','S551-5','g', 'MB')
('SL22517-2022-11-01-13112','S547-8','HLTloplPxfRsXso', 'SU')
('SL22517-2022-11-02-13195','S550-19','fpHVHTbFlGLZc', 'UB')
('AC04652-2022-11-02-13340','A742-2','dL', 'LB')
('SL12058-2022-11-01-13021','S543-13','bmqqWnCOsvK', 'MB')
('AC22517-2022-11-01-13374','A743-18','iPczwYhDv', 'SU')
('SL12058-2022-11-01-13022','S543-14','PI', 'UB')
('SL12058-2022-11-01-13026','S543-18','RMOsSBKH', 'MB')
('AC22517-2022-11-01-13377','A744-3','bkdPytTWizSh', 'UB')
('AC04652-2022-11-01-13525','A752-7','GNrHPvcdkTOhO', 'LB')
('SL22517-2022-11-01-13122','S547-18','teYBaNVGCqHCXwz', 'MB')
('SL04652-2022-11-02-13200','S5
