('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('SL04652-2022-11-02-9462','S395-6','bqvgBIdmfApnHj', 'UB')
('AC04652-2022-11-02-9335','A519-11','ScNZS', 'SL')
('SL22517-2022-11-02-9441','S394-9','JsfuTr', 'LB')
('SL22517-2022-11-01-9381','S391-21','bkDdoupHv', 'MB')
('SL22517-2022-11-01-9382','S391-22','cAyvMM', 'UB')
('AC12058-2022-11-01-9454','A526-4','B', 'UB')
('SL04652-2022-11-01-9398','S392-14','x', 'UB')
('SL04652-2022-11-01-9400','S392-16','XIahXqDtls', 'SU')
('SL04652-2022-11-02-9468','S395-12','baeaKfa', 'LB')
('SL12058-2022-11-01-9459','S395-3','zXfiuMU', 'UB')
('SL22517-2022-11-02-9449','S394-17','zSOeQAKuyZjiDU', 'LB')
('SL22517-2022-11-02-9450','S394-18','v', 'MB')
('AC04652-2022-11-02-9349','A520-7','xPHBAblcjJnlAH', 'LB')
('SL22517-2022-11-01-9401','S392-17','ZlohqrhJLRPhsiL', 'LB')
('AC22517-2022-11-02-9596','A534-2','tC', 'LB')
('AC22517-2022-11-01-9339','A519-15','hrWQHtHj', 'UB')
('AC12058-2022-11-01-9473','A527-5','zNNj', 'SL')
('AC04652-2022-11-01-9497','A528-11','XFWXvMxLlRAZcuQQ', 'SL')
('AC12058-2022-11-01-9474','A527-6','AqzgvjdsRxt', 'SU')
('AC22517-2022-11-01-9342','A519-18','jYuK', 'SU')
('SL04652-2022-11-01-9408','S392-24','OpzP', 'SU')
('SL22517-2022-11-01-9404','S392-20','jXuC', 'LB')
('AC22517-2022-11-02-9603','A534-9','nDSqMmNqKQvi', 'UB')
('AC22517-2022-11-02-9604','A534-10','MBaAZmWjktxldAL', 'UB')
('SL04652-2022-11-01-9412','S393-4','guTSyYpQ', 'LB')
('SL22517-2022-11-01-9406','S392-22','OvtZlrNyVVF', 'UB')
('AC04652-2022-11-01-9504','A528-18','w', 'SU')
('AC04652-2022-11-01-9505','A529-1','eVRO', 'LB')
('SL12058-2022-11-01-9483','S396-3','grerdmQorj', 'UB')
('SL22517-2022-11-02-9475','S395-19','akGdAfMLDsU', 'UB')
('SL22517-2022-11-01-9414','S393-6','pnEhQMvXvlqWgb', 'UB')
('SL22517-2022-11-01-9415','S393-7','CXSkauojelV', 'SL')
('AC22517-2022-11-02-9622','A535-10','nSd', 'UB')
('SL04652-2022-11-01-9424','S393-16','blVBftlZFKCDk', 'SU')
('SL22517-2022-11-02-9481','S396-1','BOZkbEjJNuJ', 'LB')
('SL04652-2022-11-01-9426','S393-18','BkYHSrg', 'MB')
('SL22517-2022-11-01-9422','S393-14','YewQ', 'UB')
('SL22517-2022-11-02-9485','S396-5','OUXy', 'MB')
('AC22517-2022-11-02-9626','A535-14','zbD', 'LB')
('AC04652-2022-11-01-9515','A529-11','piJvXkoZdJYdUVl', 'SL')
('SL12058-2022-11-01-9501','S396-21','DUXaVwVVrwUsHduh', 'MB')
('AC04652-2022-11-01-9519','A529-15','ckSkk', 'UB')
('SL12058-2022-11-01-9502','S396-22','KWZsWFplp', 'UB')
('SL04652-2022-11-01-9430','S393-22','HeAzIILWbQpOc', 'UB')
('SL22517-2022-11-01-9431','S393-23','ZM', 'SL')
('SL04652-2022-11-02-9509','S397-5','RDmXxgqp', 'MB')
('AC04652-2022-11-01-9523','A530-1','XxbBKUwZ', 'LB')
('SL22517-2022-11-02-9496','S396-16','mxHVT', 'SU')
('SL12058-2022-11-01-9508','S397-4','cOYgn', 'LB')
('SL22517-2022-11-02-9498','S396-18','TQkQMARUldqP', 'MB')
('SL04652-2022-11-02-9515','S397-11','SlHTgXZvylpmWhxd', 'UB')
('SL04652-2022-11-02-9516','S397-12','zPwKwOX', 'LB')
('AC22517-2022-11-02-9644','A536-14','abikuYoXnBHox', 'LB')
('SL22517-2022-11-01-9437','S394-5','QxevWqfAWcqrBIv', 'MB')
('AC22517-2022-11-01-9376','A521-16','gnOLePusD', 'UB')
('SL04652-2022-11-02-9524','S397-20','jKFHyfhuWpdmGZ', 'LB')
('SL22517-2022-11-01-9447','S394-15','xaTirKO', 'SL')
('AC12058-2022-11-01-9505','A529-1','LIQyQzwxhDQJI', 'LB')
('AC04652-2022-11-01-9538','A530-16','lVnShimCl', 'UB')
('SL12058-2022-11-01-9525','S397-21','lsSgVFLFSZiRowBC', 'MB')
('AC04652-2022-11-02-9393','A522-15','FQJtSDPQGn', 'UB')
('SL22517-2022-11-01-9456','S394-24','I', 'SU')
('AC22517-2022-11-01-9387','A522-9','CtmegNPYczPa', 'UB')
('SL12058-2022-11-01-9526','S397-22','GTJqnSGAQMUxx', 'UB')
('AC04652-2022-11-02-9399','A523-3','HFMdxgBcvDMZYvn', 'UB')
('SL22517-2022-11-01-9462','S395-6','jUiHBeDEeAtpvCc', 'UB')
('SL04652-2022-11-01-9456','S394-24','UKiarstoeUt', 'SU')
('AC22517-2022-11-01-9390','A522-12','PHRomN', 'SU')
('SL04652-2022-11-01-9459','S395-3','cXdqTCBvAEcm', 'UB')
('SL22517-2022-11-02-9525','S397-21','QrExYDGi', 'MB')
('SL12058-2022-11-01-9536','S398-8','LIkBXiam', 'SU')
('AC22517-2022-11-01-9394','A522-16','oxBiwDxZKzsus', 'UB')
('AC04652-2022-11-02-9407','A523-11','mZIQcmLg', 'SL')
('SL22517-2022-11-02-9531','S398-3','zdrdZLILPlTVYPsU', 'UB')
('AC04652-2022-11-02-9410','A523-14','kAulihBhOvkV', 'LB')
('AC22517-2022-11-02-9667','A538-1','SBpbfloGyRRRlLSR', 'LB')
('AC22517-2022-11-01-9396','A522-18','lW', 'SU')
('SL12058-2022-11-01-9541','S398-13','LPusVPNJvqPN', 'MB')
('SL04652-2022-11-01-9467','S395-11','HMBMTdjWELGl', 'UB')
('AC22517-2022-11-02-9671','A538-5','mvytISDqxHyrkm', 'SL')
('SL04652-2022-11-02-9550','S398-22','EQR', 'UB')
('AC12058-2022-11-01-9526','A530-4','bcY', 'UB')
('SL12058-2022-11-01-9546','S398-18','adFTSlpEcOVXULq', 'MB')
('SL04652-2022-11-02-9555','S399-3','yLzNFxUfhPiRSAA', 'UB')
('SL12058-2022-11-01-9547','S398-19','PuBJhUTgKqYSHig', 'UB')
('AC22517-2022-11-02-9676','A538-10','JhoaWSJiHJfw', 'UB')
('SL04652-2022-11-01-9478','S395-22','lAhKkLKrDp', 'UB')
('SL22517-2022-11-02-9545','S398-17','xFKxNKXjqSPawVrO', 'LB')
('SL04652-2022-11-01-9480','S395-24','eofjQCOSmo', 'SU')
('SL12058-2022-11-01-9549','S398-21','UQhCmuZonVT', 'MB')
('AC12058-2022-11-01-9539','A530-17','wXoahkDZmHcnSGg', 'SL')
('AC22517-2022-11-01-9411','A523-15','FelMJejBrtgf', 'UB')
('AC22517-2022-11-01-9412','A523-16','hAMQJzct', 'UB')
('AC12058-2022-11-01-9541','A531-1','UuqZJbrcbRBSnhs', 'LB')
('AC22517-2022-11-02-9683','A538-17','YhPzDG', 'SL')
('SL04652-2022-11-01-9486','S396-6','WhjcJz', 'UB')
('AC12058-2022-11-01-9543','A531-3','WC', 'UB')
('AC22517-2022-11-02-9687','A539-3','zVbIKaGyfSlWGzg', 'UB')
('AC12058-2022-11-01-9546','A531-6','AszXeneoBidSDMQ', 'SU')
('SL12058-2022-11-01-9559','S399-7','ugYFNtljiockaIG', 'SL')
('AC12058-2022-11-01-9549','A531-9','wCQLbvx', 'UB')
('SL22517-2022-11-01-9487','S396-7','PyxmMyFtT', 'SL')
('AC04652-2022-11-01-9564','A532-6','mM', 'SU')
('AC12058-2022-11-01-9551','A531-11','vVLRwem', 'SL')
('AC22517-2022-11-02-9693','A539-9','ELTfAUDHSjbz', 'UB')
('SL22517-2022-11-01-9494','S396-14','pzjETTQUSkx', 'UB')
('AC12058-2022-11-01-9553','A531-13','bFtqutJGA', 'LB')
('AC12058-2022-11-01-9554','A531-14','kcAMKUNaKecE', 'LB')
('AC12058-2022-11-01-9557','A531-17','HNz', 'SL')
('AC04652-2022-11-02-9448','A525-16','GiCn', 'UB')
('AC22517-2022-11-01-9427','A524-13','uNMjWVAnRJz', 'LB')
('AC22517-2022-11-02-9701','A539-17','YK', 'SL')
('AC12058-2022-11-01-9564','A532-6','RKwPGedLRr', 'SU')
('AC22517-2022-11-01-9430','A524-16','VnUplo', 'UB')
('AC22517-2022-11-02-9704','A540-2','ZoXxd', 'LB')
('AC04652-2022-11-01-9579','A533-3','xAHKPWwaCIOAB', 'UB')
('SL04652-2022-11-01-9513','S397-9','BsIzOI', 'LB')
('AC22517-2022-11-01-9438','A525-6','J', 'SU')
('SL22517-2022-11-01-9509','S397-5','N', 'MB')
('SL04652-2022-11-02-9595','S400-19','jeGRXKTiXICADj', 'UB')
('AC22517-2022-11-02-9712','A540-10','TUxFGUOzCkY', 'UB')
('AC12058-2022-11-01-9573','A532-15','ITQg', 'UB')
('AC22517-2022-11-02-9713','A540-11','VMBybGmx', 'SL')
('SL04652-2022-11-01-9521','S397-17','jGzUyL', 'LB')
('SL12058-2022-11-01-9589','S400-13','wCgfCOdVVoyadHp', 'MB')
('SL04652-2022-11-02-9601','S401-1','vbYSvJqCKz', 'LB')
('AC04652-2022-11-01-9592','A533-16','sEjFZlXSOyjUUoqo', 'UB')
('AC04652-2022-11-01-9593','A533-17','KMdhxoMIf', 'SL')
('SL12058-2022-11-01-9596','S400-20','HMdMrGutWJTLbUqE', 'LB')
('SL22517-2022-11-01-9521','S397-17','bYHrPtx', 'LB')
('AC22517-2022-11-01-9449','A525-17','gymQsEvnXuNdUE', 'SL')
('AC12058-2022-11-01-9579','A533-3','xHAdAjrFKODOgeA', 'UB')
('AC04652-2022-11-02-9478','A527-10','PYQofTMHcXJdGpQ', 'UB')
('AC22517-2022-11-02-9723','A541-3','xBjcRAYpaNqjxL', 'UB')
('AC12058-2022-11-01-9584','A533-8','W', 'LB')
('SL22517-2022-11-01-9524','S397-20','FMP', 'LB')
('AC22517-2022-11-01-9457','A526-7','HTkKJVYVAqzx', 'LB')
('SL04652-2022-11-01-9531','S398-3','JFIwNJNKLAvV', 'UB')
('SL12058-2022-11-01-9613','S401-13','fMIcvHGmYnrEa', 'MB')
('SL04652-2022-11-02-9616','S401-16','bQgiLPLMO', 'SU')
('SL22517-2022-11-02-9593','S400-17','EDeczdVA', 'LB')
('SL04652-2022-11-02-9619','S401-19','eUUONlxnYtiQ', 'UB')
('AC04652-2022-11-02-9487','A528-1','COhIL', 'LB')
('SL04652-2022-11-01-9535','S398-7','agZMPqLQEcnHtXG', 'SL')
('AC22517-2022-11-01-9473','A527-5','JwTWhaLeiRAPb', 'SL')
('AC22517-2022-11-01-9474','A527-6','NuDqrg', 'SU')
('SL22517-2022-11-02-9602','S401-2','QTFhjosKIC', 'MB')
('SL12058-2022-11-01-9630','S402-6','ygqRNtokAxJo', 'UB')
('AC22517-2022-11-02-9740','A542-2','KnPmLkKOyEF', 'LB')
('SL22517-2022-11-01-9538','S398-10','tgShhUUUzlNogJCB', 'MB')
('SL12058-2022-11-01-9634','S402-10','lTdObLfrjq', 'MB')
('SL22517-2022-11-01-9540','S398-12','oARBZoBrehOkr', 'LB')
('SL12058-2022-11-01-9635','S402-11','rHdef', 'UB')
('AC04652-2022-11-02-9499','A528-13','GANKGmO', 'LB')
('SL04652-2022-11-01-9546','S398-18','FktUixGcoEHceEI', 'MB')
('AC04652-2022-11-02-9502','A528-16','wUNqufqb', 'UB')
('AC12058-2022-11-01-9626','A535-14','YmmKSSdpkMsNI', 'LB')
('SL22517-2022-11-01-9549','S398-21','glAcTLUbLSTfGmGc', 'MB')
('AC22517-2022-11-01-9488','A528-2','mCwtu', 'LB')
('SL22517-2022-11-01-9552','S398-24','yZidxSjAAWyf', 'SU')
('SL22517-2022-11-01-9553','S399-1','JQDqxIQWhqA', 'LB')
('AC04652-2022-11-02-9514','A529-10','KTskYWRsi', 'UB')
('SL22517-2022-11-02-9620','S401-20','i', 'LB')
('SL04652-2022-11-02-9654','S403-6','qU', 'UB')
('AC04652-2022-11-01-9637','A536-7','jOHrAO', 'LB')
('AC12058-2022-11-01-9634','A536-4','G', 'UB')
('SL22517-2022-11-01-9557','S399-5','JXXl', 'MB')
('AC04652-2022-11-02-9525','A530-3','rqhUnbMOBUttqoOs', 'UB')
('SL22517-2022-11-01-9560','S399-8','CevDnYCXhwdQCEbE', 'SU')
('SL04652-2022-11-02-9658','S403-10','MMVctcS', 'MB')
('SL22517-2022-11-02-9632','S402-8','SbCKpTpeOaQhQ', 'SU')
('AC04652-2022-11-01-9644','A536-14','N', 'LB')
('SL22517-2022-11-02-9635','S402-11','HqSmI', 'UB')
('SL22517-2022-11-02-9641','S402-17','yBtdVQs', 'LB')
('SL12058-2022-11-01-9666','S403-18','sVKloWVDGDrS', 'MB')
('AC04652-2022-11-01-9661','A537-13','RzLPGBPiI', 'LB')
('AC04652-2022-11-02-9536','A530-14','TlXQWa', 'LB')
('SL04652-2022-11-02-9681','S404-9','YDTVsZANjZoNtll', 'LB')
('SL22517-2022-11-01-9572','S399-20','nWMKuUwABURwIqgo', 'LB')
('SL04652-2022-11-01-9578','S400-2','p', 'MB')
('AC12058-2022-11-01-9649','A537-1','D', 'LB')
('SL04652-2022-11-02-9684','S404-12','PnIAyHDG', 'LB')
('SL04652-2022-11-02-9685','S404-13','yLYtj', 'MB')
('SL04652-2022-11-01-9582','S400-6','bAAldLpVIHfXgJ', 'UB')
('AC22517-2022-11-01-9513','A529-9','MPsmnJEo', 'UB')
('AC12058-2022-11-01-9655','A537-7','nTR', 'LB')
('SL22517-2022-11-01-9578','S400-2','fOuF', 'MB')
('AC04652-2022-11-02-9540','A530-18','NhOJGVb', 'SU')
('SL04652-2022-11-01-9585','S400-9','hWGbhHYtcKfxt', 'LB')
('SL04652-2022-11-02-9690','S404-18','RRtK', 'MB')
('AC12058-2022-11-01-9662','A537-14','irkpmeYmtfido', 'LB')
('SL22517-2022-11-01-9583','S400-7','cPLyFiKUeeAdTPVo', 'SL')
('SL04652-2022-11-01-9600','S400-24','AfotB', 'SU')
('SL04652-2022-11-01-9601','S401-1','gP', 'LB')
('SL04652-2022-11-02-9706','S405-10','JCECjBGMvkWSF', 'MB')
('AC22517-2022-11-01-9523','A530-1','WR', 'LB')
('SL04652-2022-11-02-9712','S405-16','SGpzWVz', 'SU')
('AC04652-2022-11-01-9691','A539-7','oXRrxcqRnxBJaQZX', 'LB')
('AC12058-2022-11-01-9676','A538-10','pCEfFBmCHw', 'UB')
('SL22517-2022-11-02-9677','S404-5','PFHyNw', 'MB')
('SL22517-2022-11-02-9678','S404-6','OBRBqqOQ', 'UB')
('SL22517-2022-11-01-9600','S400-24','lRxhQFWHHXtsjX', 'SU')
('SL22517-2022-11-02-9680','S404-8','mpdRZaJKowSAmZ', 'SU')
('SL22517-2022-11-01-9602','S401-2','sdbazMZVHhWf', 'MB')
('SL04652-2022-11-02-9718','S405-22','thfHe', 'UB')
('AC04652-2022-11-01-9700','A539-16','iFqgKLMIhzE', 'UB')
('SL04652-2022-11-02-9720','S405-24','BWq', 'SU')
('SL04652-2022-11-02-9721','S406-1','gSS', 'LB')
('AC04652-2022-11-01-9702','A539-18','rr', 'SU')
('SL22517-2022-11-01-9609','S401-9','gGUiPJzmchSLtI', 'LB')
('AC04652-2022-11-02-9578','A533-2','L', 'LB')
('SL04652-2022-11-01-9617','S401-17','gtfusxN', 'LB')
('AC12058-2022-11-01-9688','A539-4','WMkjMnhco', 'UB')
('SL04652-2022-11-02-9726','S406-6','klYHBKnjMWQpvvSW', 'UB')
('SL22517-2022-11-01-9614','S401-14','wpoHV', 'UB')
('SL22517-2022-11-02-9690','S404-18','UXkRMKjtGCveryjq', 'MB')
('SL12058-2022-11-01-9717','S405-21','lG', 'MB')
('SL04652-2022-11-02-9728','S406-8','kADvPue', 'SU')
('SL22517-2022-11-01-9616','S401-16','DyeUAZ', 'SU')
('SL22517-2022-11-01-9617','S401-17','mG', 'LB')
('SL04652-2022-11-02-9730','S406-10','ilNRaJOMeSVQWVV', 'MB')
('SL12058-2022-11-01-9720','S405-24','FzK', 'SU')
('SL22517-2022-11-01-9624','S401-24','TaUsUUic', 'SU')
('AC04652-2022-11-02-9592','A533-16','cwOcfOsX', 'UB')
('SL22517-2022-11-02-9700','S405-4','YP', 'LB')
('AC12058-2022-11-01-9701','A539-17','MfUWfesWut', 'SL')
('AC22517-2022-11-02-9828','A546-18','A', 'SU')
('AC12058-2022-11-01-9702','A539-18','sYvRMlQmuxGDedhs', 'SU')
('SL04652-2022-11-02-9739','S406-19','PoT', 'UB')
('SL22517-2022-11-01-9629','S402-5','pW', 'MB')
('SL22517-2022-11-02-9708','S405-12','gJEHHA', 'LB')
('AC22517-2022-11-02-9833','A547-5','wAeITZLWrXmzpe', 'SL')
('AC04652-2022-11-01-9722','A541-2','uFXKIESBETuD', 'LB')
('AC04652-2022-11-01-9724','A541-4','bVW', 'UB')
('SL04652-2022-11-01-9644','S402-20','SMPziNtvTyHQqi', 'LB')
('SL22517-2022-11-02-9710','S405-14','a', 'UB')
('SL12058-2022-11-01-9736','S406-16','VHoHvqzYuMWfO', 'SU')
('SL12058-2022-11-01-9740','S406-20','TNcRlzjBtrnEb', 'LB')
('SL04652-2022-11-01-9650','S403-2','waPaToeRvjnBC', 'MB')
('AC04652-2022-11-02-9607','A534-13','IHcqkACRx', 'LB')
('SL22517-2022-11-01-9638','S402-14','InKq', 'UB')
('SL12058-2022-11-01-9744','S406-24','eslO', 'SU')
('SL04652-2022-11-01-9653','S403-5','jzHZiBftfjiJpuJJ', 'MB')
('SL12058-2022-11-01-9747','S407-3','AaSQGRXD', 'UB')
('SL22517-2022-11-01-9640','S402-16','mZhKLY', 'SU')
('SL04652-2022-11-01-9656','S403-8','WtEMbgzZVGDTFBH', 'SU')
('AC22517-2022-11-02-9843','A547-15','YfugUdRF', 'UB')
('AC04652-2022-11-01-9738','A541-18','lJMb', 'SU')
('SL22517-2022-11-02-9718','S405-22','tD', 'UB')
('AC12058-2022-11-01-9715','A540-13','QbGpN', 'LB')
('SL04652-2022-11-01-9659','S403-11','eJKkMaqOiPTIVOxu', 'UB')
('AC22517-2022-11-02-9845','A547-17','H', 'SL')
('AC22517-2022-11-01-9569','A532-11','pSnIHwdYq', 'SL')
('SL04652-2022-11-01-9664','S403-16','v', 'SU')
('AC22517-2022-11-01-9571','A532-13','xEnXcEawSd', 'LB')
('SL12058-2022-11-01-9753','S407-9','kOXomjaPgEOm', 'LB')
('AC22517-2022-11-01-9573','A532-15','GRAot', 'UB')
('SL12058-2022-11-01-9754','S407-10','lxvbBZQdR', 'MB')
('SL22517-2022-11-01-9643','S402-19','LeePfL', 'UB')
('SL04652-2022-11-02-9759','S407-15','FbSyNtnUf', 'SL')
('AC22517-2022-11-01-9576','A532-18','enPxYVmqTJu', 'SU')
('AC04652-2022-11-01-9742','A542-4','MNOR', 'UB')
('SL12058-2022-11-01-9757','S407-13','HDscyzFdThTBY', 'MB')
('SL04652-2022-11-02-9761','S407-17','Qns', 'LB')
('AC04652-2022-11-02-9619','A535-7','KDBCea', 'LB')
('AC22517-2022-11-01-9579','A533-3','aDiZfy', 'UB')
('AC22517-2022-11-02-9849','A548-3','L', 'UB')
('AC22517-2022-11-02-9851','A548-5','QQJIG', 'SL')
('SL22517-2022-11-02-9725','S406-5','hMBHw', 'MB')
('AC04652-2022-11-02-9623','A535-11','yLHpDDwdLEHBs', 'SL')
('SL04652-2022-11-02-9767','S407-23','HiMh', 'SL')
('AC12058-2022-11-01-9723','A541-3','aH', 'UB')
('AC04652-2022-11-02-9626','A535-14','C', 'LB')
('AC04652-2022-11-02-9627','A535-15','vKwvcazKjBgA', 'UB')
('SL12058-2022-11-01-9761','S407-17','M', 'LB')
('AC22517-2022-11-01-9585','A533-9','wKmoMI', 'UB')
('AC22517-2022-11-02-9854','A548-8','wrsYaGgjsmDkExi', 'LB')
('SL04652-2022-11-01-9689','S404-17','zPpmWozn', 'LB')
('SL04652-2022-11-02-9768','S407-24','CFvWaJyBdELbaTM', 'SU')
('AC04652-2022-11-01-9751','A542-13','yVE', 'LB')
('AC04652-2022-11-01-9752','A542-14','PGxWLjsIUsF', 'LB')
('AC12058-2022-11-01-9730','A541-10','MabOtFoPaUX', 'UB')
('AC04652-2022-11-02-9634','A536-4','ogwwqjjQtuOKu', 'UB')
('AC22517-2022-11-02-9855','A548-9','ml', 'UB')
('SL04652-2022-11-02-9771','S408-3','AFSSER', 'UB')
('AC22517-2022-11-02-9857','A548-11','cJxRuOQiseQI', 'SL')
('SL22517-2022-11-02-9741','S406-21','b', 'MB')
('SL04652-2022-11-01-9695','S404-23','zfhjcNNJMEMyG', 'SL')
('SL04652-2022-11-01-9698','S405-2','mrWHPzVwDUdXsAB', 'MB')
('SL22517-2022-11-01-9658','S403-10','fxhc', 'MB')
('SL12058-2022-11-01-9770','S408-2','gNwVIeqRoAXNUz', 'MB')
('SL04652-2022-11-02-9775','S408-7','KEPkEqSccf', 'SL')
('AC22517-2022-11-01-9600','A534-6','EL', 'SU')
('SL22517-2022-11-02-9746','S407-2','xgQjDvikMw', 'MB')
('AC22517-2022-11-01-9602','A534-8','FMMGX', 'LB')
('AC12058-2022-11-01-9739','A542-1','IgrgYUxYw', 'LB')
('SL04652-2022-11-01-9700','S405-4','NcxsGRgOFOw', 'LB')
('AC22517-2022-11-02-9865','A549-1','RVmcqQQ', 'LB')
('SL22517-2022-11-02-9748','S407-4','otepvQwkBUN', 'LB')
('AC12058-2022-11-01-9745','A542-7','I', 'LB')
('AC22517-2022-11-02-9867','A549-3','SFBsKjZcdQp', 'UB')
('AC22517-2022-11-01-9612','A534-18','PxfzjhWrrbHSOeO', 'SU')
('AC22517-2022-11-02-9868','A549-4','mPRoSZNKVSoyLHPf', 'UB')
('SL22517-2022-11-01-9667','S403-19','wl', 'UB')
('AC12058-2022-11-01-9749','A542-11','QUGeJFmP', 'SL')
('SL12058-2022-11-01-9783','S408-15','EMiYqX', 'SL')
('AC22517-2022-11-01-9615','A535-3','IvEPHLtNfFhkmBU', 'UB')
('AC04652-2022-11-02-9658','A537-10','BGfWzKyW', 'UB')
('SL04652-2022-11-02-9789','S408-21','peIWyvOHmlcAup', 'MB')
('AC22517-2022-11-02-9874','A549-10','cTjhXMn', 'UB')
('SL04652-2022-11-02-9794','S409-2','Xohjhta', 'MB')
('SL12058-2022-11-01-9789','S408-21','aScYyZt', 'MB')
('AC22517-2022-11-01-9622','A535-10','tRsdKMFu', 'UB')
('SL22517-2022-11-01-9673','S404-1','mL', 'LB')
('AC22517-2022-11-02-9880','A549-16','WVKZCpHDDnvy', 'UB')
('AC04652-2022-11-01-9777','A544-3','a', 'UB')
('SL04652-2022-11-02-9797','S409-5','sYaZIrewrWxbRE', 'MB')
('SL04652-2022-11-01-9716','S405-20','dwaENLBHcy', 'LB')
('SL22517-2022-11-02-9756','S407-12','WYsj', 'LB')
('SL04652-2022-11-01-9718','S405-22','NbwmHZQMu', 'UB')
('AC04652-2022-11-02-9669','A538-3','uiRwF', 'UB')
('SL12058-2022-11-01-9792','S408-24','RMNIVOVvbOUels', 'SU')
('AC22517-2022-11-01-9630','A535-18','ce', 'SU')
('AC12058-2022-11-01-9769','A543-13','Bq', 'LB')
('SL12058-2022-11-01-9796','S409-4','y', 'LB')
('AC04652-2022-11-02-9675','A538-9','zgxzAOZaDfLiSKPC', 'UB')
('SL04652-2022-11-01-9729','S406-9','nPezVRjsb', 'LB')
('SL04652-2022-11-01-9730','S406-10','tQ', 'MB')
('AC04652-2022-11-02-9676','A538-10','RtCykoJgJTAcvWF', 'UB')
('SL12058-2022-11-01-9801','S409-9','pERxNgE', 'LB')
('SL12058-2022-11-01-9802','S409-10','CXxElQjm', 'MB')
('AC04652-2022-11-01-9790','A544-16','JccMSMJi', 'UB')
('AC04652-2022-11-02-9679','A538-13','qNaPGzga', 'LB')
('SL22517-2022-11-02-9762','S407-18','eSodUMY', 'MB')
('AC04652-2022-11-01-9796','A545-4','FnFWFtPDFkVXF', 'UB')
('SL04652-2022-11-01-9739','S406-19','hMWSbJcEQXWxyEBu', 'UB')
('SL04652-2022-11-02-9810','S409-18','wdlQdYwSYcAMzN', 'MB')
('AC22517-2022-11-02-9892','A550-10','VAPAVnAIsSxQi', 'UB')
('SL12058-2022-11-01-9807','S409-15','LRawTuCVaETEqrmw', 'SL')
('SL04652-2022-11-01-9740','S406-20','jSbDrynjKme', 'LB')
('SL22517-2022-11-01-9688','S404-16','cOWNW', 'SU')
('SL22517-2022-11-02-9766','S407-22','qGnIuLr', 'UB')
('SL04652-2022-11-01-9741','S406-21','fhEQyRpWOCCvUJ', 'MB')
('AC22517-2022-11-01-9645','A536-15','Zan', 'UB')
('SL04652-2022-11-02-9820','S410-4','daLyuajTAlyXj', 'LB')
('SL22517-2022-11-02-9773','S408-5','pYSr', 'MB')
('AC04652-2022-11-02-9685','A539-1','XnmSKzVYYYyrwdzh', 'LB')
('SL04652-2022-11-02-9822','S410-6','dKTqQ', 'UB')
('AC22517-2022-11-01-9650','A537-2','kejvOkNzCNL', 'LB')
('SL22517-2022-11-01-9693','S404-21','HsgpGSVTrGfE', 'MB')
('AC04652-2022-11-01-9811','A546-1','lY', 'LB')
('SL22517-2022-11-02-9775','S408-7','oovzoZiynoU', 'SL')
('SL22517-2022-11-01-9696','S404-24','wUTrt', 'SU')
('SL04652-2022-11-01-9748','S407-4','yjbdHRKtJjcBSGV', 'LB')
('AC04652-2022-11-02-9688','A539-4','qQebWzABHuh', 'UB')
('SL04652-2022-11-01-9749','S407-5','YPAZEnxkDqf', 'MB')
('AC12058-2022-11-01-9792','A544-18','rsEXaYn', 'SU')
('SL22517-2022-11-01-9701','S405-5','rLmdXBIEBzVIsF', 'MB')
('AC04652-2022-11-02-9692','A539-8','uQLWGkxOrHUqo', 'LB')
('SL12058-2022-11-01-9824','S410-8','jK', 'SU')
('SL22517-2022-11-01-9704','S405-8','TOibdmpsOUxoQ', 'SU')
('AC04652-2022-11-02-9697','A539-13','QOpBUZhtBzFcACo', 'LB')
('AC12058-2022-11-01-9802','A545-10','XKWeRb', 'UB')
('AC22517-2022-11-02-9909','A551-9','pYXWqm', 'UB')
('AC12058-2022-11-01-9803','A545-11','gQxGevso', 'SL')
('AC22517-2022-11-02-9911','A551-11','TEApL', 'SL')
('AC22517-2022-11-01-9660','A537-12','KcUlTc', 'SU')
('SL22517-2022-11-02-9781','S408-13','PqGGHXbkSJNtp', 'MB')
('AC12058-2022-11-01-9808','A545-16','piXWG', 'UB')
('SL04652-2022-11-01-9760','S407-16','qC', 'SU')
('SL04652-2022-11-01-9761','S407-17','axUGN', 'LB')
('SL04652-2022-11-01-9762','S407-18','AtRpGqKvrrkzNUEs', 'MB')
('AC04652-2022-11-01-9827','A546-17','tHXAkzgbXJ', 'SL')
('SL12058-2022-11-01-9834','S410-18','KtOLibmEpn', 'MB')
('SL04652-2022-11-01-9765','S407-21','uUSRkFtCTTaku', 'MB')
('SL04652-2022-11-01-9766','S407-22','VHk', 'UB')
('SL12058-2022-11-01-9837','S410-21','LVmFULcOYzktaF', 'MB')
('SL12058-2022-11-01-9838','S410-22','bF', 'UB')
('AC04652-2022-11-01-9831','A547-3','jjD', 'UB')
('AC04652-2022-11-02-9708','A540-6','jFbAIMiBxqMbex', 'SU')
('AC04652-2022-11-01-9835','A547-7','XYYULPeXXKhf', 'LB')
('SL22517-2022-11-01-9721','S406-1','LQeAlAdWyHgy', 'LB')
('AC22517-2022-11-02-9924','A552-6','yWlnxCfkoeneJ', 'SU')
('SL22517-2022-11-02-9790','S408-22','PgpEeBVqxjYYTP', 'UB')
