('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('SL12058-2022-11-01-6744','S281-24','NJZhXJOoJ', 'SU')
('SL22517-2022-11-02-6819','S285-3','VuyDHePWmnpARxEt', 'UB')
('AC12058-2022-11-01-6813','A379-9','Nus', 'UB')
('SL04652-2022-11-01-6735','S281-15','yquEnwk', 'SL')
('SL22517-2022-11-02-6822','S285-6','fFQirSrNXqcKHkqq', 'UB')
('AC04652-2022-11-01-6830','A380-8','cGCyTSmnetU', 'LB')
('AC04652-2022-11-02-6740','A375-8','ldjUHjGTMVwmKdn', 'LB')
('AC04652-2022-11-02-6741','A375-9','whabJcgl', 'UB')
('AC04652-2022-11-01-6834','A380-12','LOVzW', 'SU')
('AC22517-2022-11-02-6862','A382-4','zedPExIjKQiJZ', 'UB')
('AC12058-2022-11-01-6819','A379-15','H', 'UB')
('SL22517-2022-11-02-6839','S285-23','iyzctMnNYiSmbl', 'SL')
('SL04652-2022-11-02-6857','S286-17','aJWNeMkuGwVLmnU', 'LB')
('AC22517-2022-11-02-6883','A383-7','S', 'LB')
('SL12058-2022-11-01-6769','S283-1','rGBvbHYM', 'LB')
('AC22517-2022-11-01-6680','A372-2','JElJKuo', 'LB')
('SL22517-2022-11-01-6745','S282-1','edhnqJ', 'LB')
('AC04652-2022-11-02-6763','A376-13','iw', 'LB')
('AC04652-2022-11-02-6764','A376-14','O', 'LB')
('AC04652-2022-11-02-6765','A376-15','m', 'UB')
('SL22517-2022-11-02-6862','S286-22','ZeMVZHcXUekjxhU', 'UB')
('AC12058-2022-11-01-6847','A381-7','IfNMwTcQAyOcq', 'LB')
('AC04652-2022-11-01-6863','A382-5','zTIQIiXBGcMDetxy', 'SL')
('AC04652-2022-11-01-6868','A382-10','gQgFKgyFXsSpyD', 'UB')
('AC04652-2022-11-02-6778','A377-10','x', 'UB')
('AC04652-2022-11-02-6779','A377-11','fIDExnSoSh', 'SL')
('SL04652-2022-11-01-6770','S283-2','YaAVxZdlHU', 'MB')
('AC04652-2022-11-02-6781','A377-13','JbytqjPcIxgUd', 'LB')
('SL04652-2022-11-01-6772','S283-4','Mh', 'LB')
('AC12058-2022-11-01-6853','A381-13','pKBK', 'LB')
('AC22517-2022-11-01-6705','A373-9','Zo', 'UB')
('SL04652-2022-11-01-6773','S283-5','tTesByVLM', 'MB')
('AC12058-2022-11-01-6854','A381-14','MnvtZrJDnsSMxdc', 'LB')
('AC22517-2022-11-01-6707','A373-11','cNzEfPwQo', 'SL')
('SL12058-2022-11-01-6791','S283-23','sQgrWqVL', 'SL')
('AC12058-2022-11-01-6857','A381-17','puLhMBLyXhNZSax', 'SL')
('SL22517-2022-11-01-6758','S282-14','hKqJofEwPHcokQls', 'UB')
('SL04652-2022-11-01-6778','S283-10','Xm', 'MB')
('SL12058-2022-11-01-6793','S284-1','NcOSTDNYRbpa', 'LB')
('AC22517-2022-11-01-6713','A373-17','hWwzK', 'SL')
('AC22517-2022-11-02-6912','A384-18','aZi', 'SU')
('SL22517-2022-11-02-6870','S287-6','WNqdrXomJz', 'UB')
('SL22517-2022-11-02-6871','S287-7','Vq', 'SL')
('SL22517-2022-11-02-6877','S287-13','JfDLnRA', 'MB')
