('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('AC12058-2022-11-01-11013','A612-15','k', 'UB')
('AC12058-2022-11-01-11018','A613-2','jitJCxpfaIcwD', 'LB')
('AC22517-2022-11-01-11009','A612-11','gkOPkvSYqqFzf', 'SL')
('SL04652-2022-11-01-10904','S455-8','Mndh', 'SU')
('SL04652-2022-11-01-10905','S455-9','UaPI', 'LB')
('SL22517-2022-11-01-10833','S452-9','EZdJcbjgjrngxwS', 'LB')
('SL22517-2022-11-01-10834','S452-10','nVqNryQvlOGHX', 'MB')
('AC12058-2022-11-01-11021','A613-5','ZoDGHYfnicvhJcum', 'SL')
('SL22517-2022-11-02-10913','S455-17','sCeWGANd', 'LB')
('SL22517-2022-11-02-10914','S455-18','kzFUJhpOug', 'MB')
('SL04652-2022-11-01-10907','S455-11','OTgElCvn', 'UB')
('SL04652-2022-11-01-10908','S455-12','gkeEjcEs', 'LB')
('AC04652-2022-11-01-11176','A621-16','HadNlmjo', 'UB')
('SL04652-2022-11-02-10938','S456-18','XfL', 'MB')
('AC04652-2022-11-02-11041','A614-7','Md', 'LB')
('SL04652-2022-11-01-10952','S457-8','mT', 'SU')
('AC12058-2022-11-01-11066','A615-14','YVjppYNRZyIfQvpG', 'LB')
('AC12058-2022-11-01-11067','A615-15','ilvqmTOIgYa', 'UB')
('SL04652-2022-11-02-10979','S458-11','I', 'UB')
('SL04652-2022-11-02-10980','S458-12','GvCxOtlUryTYWmlR', 'LB')
('SL04652-2022-11-02-10981','S458-13','CoaAUL', 'MB')
('AC22517-2022-11-02-11048','A614-14','CRgARMYCR', 'LB')
('SL12058-2022-11-01-10826','S452-2','vktnIDq', 'MB')
('SL12058-2022-11-01-10827','S452-3','i', 'UB')
('SL12058-2022-11-01-10828','S452-4','RIoEwiVGeiDSQ', 'LB')
('SL12058-2022-11-01-10829','S452-5','XLHafMRHEAg', 'MB')
('SL12058-2022-11-01-10831','S452-7','jPqzmv', 'SL')
('SL04652-2022-11-02-10988','S458-20','tVYTHurKgXAncP', 'LB')
('SL12058-2022-11-01-10834','S452-10','yEHziXgEJSoKT', 'MB')
('AC04652-2022-11-02-11083','A616-13','FUzuSj', 'LB')
('SL04652-2022-11-01-10966','S457-22','VjmQDiJIdXLQC', 'UB')
('SL22517-2022-11-02-11032','S460-16','UOeRgFPPlYgHEx', 'SU')
('AC12058-2022-11-01-11149','A620-7','cjPXLsXKDPEZ', 'LB')
('AC04652-2022-11-02-11146','A620-4','XauUWyW', 'UB')
('AC22517-2022-11-02-11111','A618-5','uHeLXSAfUq', 'SL')
('AC04652-2022-11-01-11304','A628-18','fOrvRxQmBjONs', 'SU')
('SL22517-2022-11-01-10948','S457-4','THUiQzkEiMVCJz', 'LB')
('AC04652-2022-11-01-11307','A629-3','OG', 'UB')
('SL12058-2022-11-01-10915','S455-19','rMrngJ', 'UB')
('SL22517-2022-11-02-11042','S461-2','gBIxUUtfXGoxRT', 'MB')
('SL04652-2022-11-01-11040','S460-24','jBJalOFXme', 'SU')
('SL22517-2022-11-01-10950','S457-6','TLBp', 'UB')
('SL12058-2022-11-01-10920','S455-24','MwcLHQrUE', 'SU')
('SL22517-2022-11-01-10976','S458-8','mM', 'SU')
('AC12058-2022-11-01-11181','A622-3','r', 'UB')
('SL12058-2022-11-01-10958','S457-14','YcQQJg', 'UB')
('SL04652-2022-11-02-11086','S462-22','rMFpnIsBo', 'UB')
('SL04652-2022-11-01-11070','S462-6','lxtSXgdI', 'UB')
('AC12058-2022-11-01-11227','A624-13','RaCNDyNZXW', 'LB')
('AC04652-2022-11-01-11383','A633-7','thRZcOb', 'LB')
('SL22517-2022-11-02-11116','S464-4','WWLNVI', 'LB')
('AC04652-2022-11-01-11394','A633-18','gmr', 'SU')
('AC22517-2022-11-02-11188','A622-10','GfwTn', 'UB')
('SL12058-2022-11-01-11002','S459-10','lxrrrtouK', 'MB')
('AC12058-2022-11-01-11241','A625-9','QsydyjlRYs', 'UB')
('SL22517-2022-11-01-11033','S460-17','juRmCOlGKBJ', 'LB')
('AC04652-2022-11-02-11279','A627-11','SMZF', 'SL')
('AC22517-2022-11-02-11233','A625-1','aoV', 'LB')
('AC22517-2022-11-02-11234','A625-2','KhXEWtf', 'LB')
('SL12058-2022-11-01-11032','S460-16','ebKXgSOsF', 'SU')
('AC04652-2022-11-01-11431','A636-1','pVJRFc', 'LB')
('SL12058-2022-11-01-11034','S460-18','we', 'MB')
('AC22517-2022-11-01-11257','A626-7','oegPN', 'LB')
('AC22517-2022-11-02-11251','A626-1','HVUpKKIJNlBMgbFU', 'LB')
('SL04652-2022-11-02-11184','S466-24','zeogvbFXpykBpcc', 'SU')
('AC04652-2022-11-02-11298','A628-12','L', 'SU')
('SL22517-2022-11-01-11101','S463-13','LBdBInBOIzIsrQh', 'MB')
('AC22517-2022-11-01-11288','A628-2','Ytrxx', 'LB')
('AC04652-2022-11-01-11474','A638-8','Qzhp', 'LB')
('SL12058-2022-11-01-11069','S462-5','GnkrDtHNqnZECTcV', 'MB')
('AC04652-2022-11-01-11475','A638-9','XEpr', 'UB')
('AC22517-2022-11-01-11290','A628-4','ZIbIX', 'UB')
('AC22517-2022-11-01-11291','A628-5','VjSyra', 'SL')
('SL04652-2022-11-01-11182','S466-22','OjXHMtwHexzmbz', 'UB')
('AC12058-2022-11-01-11326','A630-4','ikJXYuP', 'UB')
('AC12058-2022-11-01-11327','A630-5','i', 'SL')
('AC22517-2022-11-01-11296','A628-10','NN', 'UB')
('SL04652-2022-11-01-11187','S467-3','u', 'UB')
('AC22517-2022-11-02-11287','A628-1','IDXwpaW', 'LB')
('SL22517-2022-11-01-11128','S464-16','CsqNxNdy', 'SU')
('SL22517-2022-11-02-11208','S467-24','ETCtAWe', 'SU')
('AC04652-2022-11-01-11486','A639-2','ygfIYOQzml', 'LB')
('SL22517-2022-11-01-11177','S466-17','rIwyh', 'LB')
('SL22517-2022-11-01-11178','S466-18','zkBiTZmVvRxo', 'MB')
('SL12058-2022-11-01-11134','S464-22','csUMqTJfDLRJ', 'UB')
('SL12058-2022-11-01-11205','S467-21','aIrfEepCzbHHd', 'MB')
('SL04652-2022-11-02-11333','S473-5','l', 'MB')
('SL12058-2022-11-01-11207','S467-23','ZZSDSmSheCXyY', 'SL')
('SL04652-2022-11-02-11335','S473-7','ZEcSADuV', 'SL')
('AC22517-2022-11-02-11433','A636-3','VCPdBekpOXcP', 'UB')
('SL22517-2022-11-01-11263','S470-7','CugXSQpI', 'SL')
('SL22517-2022-11-01-11266','S470-10','AmmfLQoVeXOAeucs', 'MB')
('AC04652-2022-11-01-11621','A646-11','ngVwxlMweBF', 'SL')
('SL22517-2022-11-02-11347','S473-19','FIJKVX', 'UB')
('SL04652-2022-11-01-11336','S473-8','JspAQpJUZqVGeJEs', 'SU')
('SL22517-2022-11-02-11348','S473-20','nKiX', 'LB')
('AC22517-2022-11-02-11443','A636-13','cmGPMSOUfgngd', 'LB')
('SL12058-2022-11-01-11220','S468-12','pQucyJ', 'LB')
('AC04652-2022-11-02-11459','A637-11','IHGIQdfCfd', 'SL')
('AC22517-2022-11-02-11445','A636-15','KAKn', 'UB')
('SL04652-2022-11-01-11341','S473-13','owWCpjgvnMy', 'MB')
('AC12058-2022-11-01-11459','A637-11','gHK', 'SL')
('SL22517-2022-11-02-11360','S474-8','urlDCKigoNQvup', 'SU')
('AC04652-2022-11-01-11634','A647-6','AyBnAeXTtEPVEJhA', 'SU')
('AC22517-2022-11-01-11467','A638-1','SoGGzfTbnWqaezO', 'LB')
('AC22517-2022-11-01-11469','A638-3','unAAwpYZ', 'UB')
('AC22517-2022-11-01-11470','A638-4','deJfQmxMJ', 'UB')
('AC12058-2022-11-01-11475','A638-9','VRMOLDgWHm', 'UB')
('SL12058-2022-11-01-11239','S469-7','TsXkrnBdbWiV', 'SL')
('SL04652-2022-11-01-11356','S474-4','hBdSTbo', 'LB')
('AC04652-2022-11-01-11644','A647-16','FneJmMDzNGXNNKEB', 'UB')
('SL22517-2022-11-01-11301','S471-21','zU', 'MB')
('AC22517-2022-11-02-11471','A638-5','fkwHgRG', 'SL')
('AC04652-2022-11-01-11650','A648-4','TelNWJxkyCVuRD', 'UB')
('AC04652-2022-11-02-11490','A639-6','vlZuRVxIdFnaAH', 'SU')
('AC12058-2022-11-01-11496','A639-12','razeI', 'SU')
('SL22517-2022-11-01-11313','S472-9','naPeRfvedCTSl', 'LB')
('AC04652-2022-11-01-11663','A648-17','LgdtpcVSGqF', 'SL')
('SL22517-2022-11-01-11314','S472-10','RRHANTgcI', 'MB')
('AC22517-2022-11-01-11499','A639-15','jwRs', 'UB')
('AC04652-2022-11-02-11500','A639-16','dXWddnj', 'UB')
('AC04652-2022-11-01-11667','A649-3','RQ', 'UB')
('AC04652-2022-11-02-11506','A640-4','mPZoRmEVOlO', 'UB')
('SL04652-2022-11-02-11392','S475-16','ilDQmbVmUzUEn', 'SU')
('SL22517-2022-11-02-11402','S476-2','SZnHEYrd', 'MB')
('AC22517-2022-11-01-11512','A640-10','FnoNvKgLytuGf', 'UB')
('SL04652-2022-11-02-11406','S476-6','FLGJyfaHxyZy', 'UB')
('AC22517-2022-11-01-11516','A640-14','HnzbrMtpaxu', 'LB')
('SL22517-2022-11-02-11409','S476-9','IYev', 'LB')
('SL04652-2022-11-02-11416','S476-16','CArJFcEyizYaeHoF', 'SU')
('SL04652-2022-11-02-11418','S476-18','JIeaLIpfwKXYT', 'MB')
('AC04652-2022-11-02-11530','A641-10','yYoZcTtEvezJaHoh', 'UB')
('SL04652-2022-11-01-11416','S476-16','AgLLyRPrVFNC', 'SU')
('AC12058-2022-11-01-11536','A641-16','uRbE', 'UB')
('SL12058-2022-11-01-11306','S472-2','fKV', 'MB')
('AC04652-2022-11-02-11534','A641-14','mDzqQGvq', 'LB')
('AC12058-2022-11-01-11541','A642-3','sSK', 'UB')
('AC04652-2022-11-01-11727','A652-9','VgpKQthcUCWT', 'UB')
('AC22517-2022-11-02-11543','A642-5','ItngKfD', 'SL')
('SL12058-2022-11-01-11351','S473-23','UnIYmFi', 'SL')
('SL04652-2022-11-02-11476','S479-4','J', 'LB')
('SL04652-2022-11-02-11477','S479-5','iLDOe', 'MB')
('SL04652-2022-11-02-11478','S479-6','dz', 'UB')
('SL12058-2022-11-01-11353','S474-1','eKhKqCLbKQhEb', 'LB')
('SL22517-2022-11-02-11470','S478-22','xCziRJSXQmBQ', 'UB')
('AC22517-2022-11-01-11594','A645-2','SIoylpkndvSA', 'LB')
('AC22517-2022-11-01-11603','A645-11','rXl', 'SL')
('SL22517-2022-11-01-11397','S475-21','MLzJJSqlOobMa', 'MB')
('SL04652-2022-11-01-11475','S479-3','jSGzUh', 'UB')
('AC22517-2022-11-02-11589','A644-15','PcY', 'UB')
('SL22517-2022-11-01-11406','S476-6','jU', 'UB')
('SL04652-2022-11-01-11479','S479-7','xSgXjPnwwbcfrMl', 'SL')
('AC04652-2022-11-01-11779','A655-7','ahW', 'LB')
('SL04652-2022-11-01-11480','S479-8','ZoQPyDkiwqxncas', 'SU')
('SL04652-2022-11-02-11508','S480-12','sfssWrfpGWV', 'LB')
('SL22517-2022-11-01-11410','S476-10','VgTtMoFPqOL', 'MB')
('SL22517-2022-11-02-11506','S480-10','cC', 'MB')
('AC04652-2022-11-01-11799','A656-9','EbLURxcUDILUTw', 'UB')
('AC22517-2022-11-02-11608','A645-16','BKSwtCPghRDnrw', 'UB')
('SL04652-2022-11-02-11524','S481-4','wufMPtqsiv', 'LB')
('SL12058-2022-11-01-11407','S476-7','idBaXJtrifDP', 'SL')
('SL12058-2022-11-01-11408','S476-8','aHBsnZp', 'SU')
('SL22517-2022-11-01-11436','S477-12','ns', 'LB')
('SL04652-2022-11-02-11537','S481-17','fZF', 'LB')
('SL22517-2022-11-01-11442','S477-18','RODNyzZ', 'MB')
('AC04652-2022-11-02-11655','A648-9','f', 'UB')
('AC12058-2022-11-01-11646','A647-18','tpmXrLeeBvbCpGil', 'SU')
('AC04652-2022-11-01-11816','A657-8','eNTaeWqZOBEz', 'LB')
('SL22517-2022-11-02-11545','S482-1','tBpTooDHZB', 'LB')
('AC04652-2022-11-02-11658','A648-12','AcbRk', 'SU')
('AC04652-2022-11-02-11659','A648-13','Z', 'LB')
('SL04652-2022-11-02-11542','S481-22','eyK', 'UB')
('AC22517-2022-11-02-11630','A647-2','lezISdEIoMaSvcd', 'LB')
('AC22517-2022-11-02-11631','A647-3','NALCsiOhs', 'UB')
('SL04652-2022-11-01-11529','S481-9','maulnNCFW', 'LB')
('AC04652-2022-11-02-11676','A649-12','UOxXExYTlVXwC', 'SU')
('SL22517-2022-11-01-11471','S478-23','wwOPVokLlD', 'SL')
('SL12058-2022-11-01-11451','S478-3','bZkGiQSVej', 'UB')
('AC04652-2022-11-01-11902','A662-4','NmlnElqJfOgMlt', 'UB')
('SL04652-2022-11-01-11579','S483-11','ZWvLo', 'UB')
('AC04652-2022-11-02-11727','A652-9','eZHhbIXESkSez', 'UB')
('AC22517-2022-11-01-11714','A651-14','lhQGpqsgIL', 'LB')
('SL04652-2022-11-01-11593','S484-1','L', 'LB')
('AC22517-2022-11-01-11721','A652-3','srVgaKGGyJRGTHOU', 'UB')
('SL22517-2022-11-02-11631','S485-15','POSEAHijRNqKrfWC', 'SL')
('AC04652-2022-11-01-11927','A663-11','DAiiGEb', 'SL')
('AC12058-2022-11-01-11737','A653-1','VeEmWLh', 'LB')
('SL04652-2022-11-01-11604','S484-12','paifNey', 'LB')
('SL12058-2022-11-01-11513','S480-17','oZbFMWEM', 'LB')
('SL04652-2022-11-02-11640','S485-24','WLVMLCVepcxHBmZm', 'SU')
('SL04652-2022-11-01-11608','S484-16','kOstHMTFJpOOXUl', 'SU')
('SL04652-2022-11-02-11647','S486-7','NueMBo', 'SL')
('AC04652-2022-11-02-11755','A654-1','OfZONLFR', 'LB')
('AC12058-2022-11-01-11744','A653-8','WmXQasbw', 'LB')
('SL12058-2022-11-01-11521','S481-1','mRo', 'LB')
('SL04652-2022-11-02-11657','S486-17','KYXV', 'LB')
('AC04652-2022-11-02-11764','A654-10','pcwVbezLycNk', 'UB')
('SL04652-2022-11-02-11687','S487-23','HdXBMzqatSh', 'SL')
('SL22517-2022-11-01-11598','S484-6','dOgZBbxHpAiJjf', 'UB')
('AC04652-2022-11-02-11792','A656-2','YHCyDCzeAccbu', 'LB')
('SL22517-2022-11-01-11625','S485-9','L', 'LB')
('SL04652-2022-11-01-11672','S487-8','OUExXZiiAQT', 'SU')
('AC04652-2022-11-02-11817','A657-9','vjumfXOyrZp', 'UB')
('SL12058-2022-11-01-11591','S483-23','PLFPvrtiMXgR', 'SL')
('AC22517-2022-11-02-11773','A655-1','zdFKFcFjLy', 'LB')
('SL12058-2022-11-01-11601','S484-9','cvQzWthIhw', 'LB')
('SL22517-2022-11-01-11647','S486-7','yrsQguoBilJvqGWP', 'SL')
('SL04652-2022-11-01-11693','S488-5','BjI', 'MB')
('AC04652-2022-11-01-12017','A668-11','HHtptdYPGweJIC', 'SL')
('AC04652-2022-11-02-11833','A658-7','xBoLkMpM', 'LB')
('AC22517-2022-11-02-11784','A655-12','wOBnujsLyvplMrX', 'SU')
('AC04652-2022-11-01-12024','A668-18','vosJkOtbRvouCg', 'SU')
('SL22517-2022-11-02-11751','S490-15','zwPg', 'SL')
('SL04652-2022-11-02-11754','S490-18','ofXhuthUcOHbIn', 'MB')
('AC22517-2022-11-02-11795','A656-5','Y', 'SL')
('SL22517-2022-11-01-11667','S487-3','f', 'UB')
('AC12058-2022-11-01-11828','A658-2','hxYC', 'LB')
('SL22517-2022-11-02-11756','S490-20','dtKElpeSEHFn', 'LB')
('SL12058-2022-11-01-11623','S485-7','bvYSUANjM', 'SL')
('SL04652-2022-11-02-11777','S491-17','NxlYXnz', 'LB')
('SL04652-2022-11-01-11730','S489-18','jzFTIKmLgQ', 'MB')
('SL22517-2022-11-02-11773','S491-13','uISqDKiLCjFAsFkT', 'MB')
('AC12058-2022-11-01-11857','A659-13','QNROzp', 'LB')
('AC04652-2022-11-02-11883','A661-3','Fsp', 'UB')
('AC04652-2022-11-01-12073','A671-13','rfHKec', 'LB')
('AC04652-2022-11-02-11889','A661-9','h', 'UB')
('SL04652-2022-11-02-11792','S492-8','NuhmzOesH', 'SU')
('SL04652-2022-11-01-11739','S490-3','dgJ', 'UB')
('SL22517-2022-11-01-11723','S489-11','tWcwMFjxTxFs', 'UB')
('SL22517-2022-11-01-11724','S489-12','aKBEzejsxONnchO', 'LB')
('SL12058-2022-11-01-11680','S487-16','O', 'SU')
('AC04652-2022-11-02-11922','A663-6','wYgvFKISZt', 'SU')
('SL22517-2022-11-01-11736','S489-24','QWNsOTsUOrLuirdG', 'SU')
('AC04652-2022-11-01-12118','A674-4','AWxPiWQ', 'UB')
('AC04652-2022-11-02-11927','A663-11','BaxOoAa', 'SL')
('AC04652-2022-11-01-12119','A674-5','dPHjezzdaBaWn', 'SL')
('AC04652-2022-11-02-11930','A663-14','r', 'LB')
('SL22517-2022-11-01-11780','S491-20','LJYbF', 'LB')
('SL22517-2022-11-01-11814','S493-6','PRmlixwoJ', 'UB')
('SL04652-2022-11-01-11842','S494-10','zYmxLvMJrYGtbd', 'MB')
('SL22517-2022-11-02-11895','S496-15','uEEDLtvaVjGkOV', 'SL')
('AC04652-2022-11-01-12182','A677-14','HTwXKU', 'LB')
('SL12058-2022-11-01-11756','S490-20','CqgZi', 'LB')
('SL12058-2022-11-01-11757','S490-21','cFrOluv', 'MB')
('SL22517-2022-11-01-11821','S493-13','MPmaDrYVedX', 'MB')
('SL12058-2022-11-01-11759','S490-23','AaEf', 'SL')
('SL12058-2022-11-01-11760','S490-24','uFRGRXrkiXbMJwiI', 'SU')
('SL12058-2022-11-01-11761','S491-1','xLwu', 'LB')
('AC22517-2022-11-02-11950','A664-16','APVg', 'UB')
('SL12058-2022-11-01-11763','S491-3','UFqQAsHKisVFqLq', 'UB')
('SL04652-2022-11-02-11895','S496-15','pXcuPcL', 'SL')
('SL12058-2022-11-01-11765','S491-5','DuB', 'MB')
('SL12058-2022-11-01-11766','S491-6','DvvHhLtVYggTP', 'UB')
('AC22517-2022-11-01-11992','A667-4','nbEsfyoMQOjJcCZ', 'UB')
('SL12058-2022-11-01-11770','S491-10','RmSjPFMJmcpbjd', 'MB')
('AC04652-2022-11-01-12191','A678-5','lmYMxYcLDeVHKHy', 'SL')
('AC22517-2022-11-01-11996','A667-8','faoxlgAmTFMtB', 'LB')
('AC04652-2022-11-02-12013','A668-7','USW', 'LB')
('SL04652-2022-11-01-11856','S494-24','KVjJG', 'SU')
('AC04652-2022-11-02-12015','A668-9','MnlCEBIHZ', 'UB')
('SL22517-2022-11-01-11839','S494-7','ArmArno', 'SL')
('SL22517-2022-11-02-11905','S497-1','hnsvOFMeBDKtOkh', 'LB')
('SL04652-2022-11-02-11907','S497-3','AKoUcQAzoZ', 'UB')
('AC22517-2022-11-02-11975','A666-5','rLIyjnOMF', 'SL')
('SL04652-2022-11-02-11932','S498-4','qCEHfhgQ', 'LB')
('SL04652-2022-11-02-11934','S498-6','CKrPFQhDwBD', 'UB')
('AC04652-2022-11-02-12059','A670-17','eLACDhzwKHqxDCtp', 'SL')
('AC22517-2022-11-01-12060','A670-18','icRXPiKHF', 'SU')
('AC12058-2022-11-01-12047','A670-5','ZOqiJzjeqsisD', 'SL')
('AC22517-2022-11-01-12062','A671-2','z', 'LB')
('SL22517-2022-11-01-11901','S496-21','HPItejwarWRNZiEw', 'MB')
('AC22517-2022-11-01-12082','A672-4','LeKIjJe', 'UB')
('AC12058-2022-11-01-12076','A671-16','qDRzTsk', 'UB')
('AC12058-2022-11-01-12078','A671-18','snkakqpUddTiCAS', 'SU')
('AC22517-2022-11-02-12053','A670-11','rXyH', 'SL')
('AC22517-2022-11-02-12054','A670-12','MDBBkNFkPaLMr', 'SU')
('AC04652-2022-11-02-12092','A672-14','rE', 'LB')
('AC04652-2022-11-01-12279','A683-3','g', 'UB')
('SL04652-2022-11-01-11962','S499-10','kykqyhJiRNUC', 'MB')
('SL22517-2022-11-02-11992','S500-16','aLzmw', 'SU')
('AC12058-2022-11-01-12115','A674-1','ybfi', 'LB')
('AC22517-2022-11-02-12081','A672-3','n', 'UB')
('AC22517-2022-11-02-12082','A672-4','sQB', 'UB')
('SL04652-2022-11-01-11983','S500-7','e', 'SL')
('AC22517-2022-11-01-12117','A674-3','WZvr', 'UB')
('SL04652-2022-11-02-12012','S501-12','gFKzpLuBTAhoYz', 'LB')
('AC22517-2022-11-02-12147','A675-15','ghWQm', 'UB')
('SL22517-2022-11-02-12081','S504-9','AEK', 'LB')
('SL04652-2022-11-01-12055','S503-7','bWyhK', 'SL')
('AC22517-2022-11-01-12227','A680-5','BDTzjjrlmPizCfU', 'SL')
('AC04652-2022-11-02-12224','A680-2','mkglbJJqNUS', 'LB')
('SL22517-2022-11-02-12134','S506-14','zDiSHBZFYroYJyz', 'UB')
('SL04652-2022-11-02-12126','S506-6','cUZAETpfRZ', 'UB')
('AC22517-2022-11-02-12212','A679-8','Mk', 'LB')
('SL22517-2022-11-02-12145','S507-1','zfePhBZQerCaerb', 'LB')
('AC22517-2022-11-01-12244','A681-4','hrCTCOBAWIMa', 'UB')
('SL12058-2022-11-01-11996','S500-20','QgxmH', 'LB')
('AC22517-2022-11-01-12249','A681-9','hqBFSVUrRKqqE', 'UB')
('AC12058-2022-11-01-12265','A682-7','de', 'LB')
('AC22517-2022-11-01-12278','A683-2','AzuodLHkXDh', 'LB')
('AC22517-2022-11-01-12281','A683-5','kQBr', 'SL')
('SL22517-2022-11-01-12100','S505-4','TuHEHxLhXCMoW', 'LB')
('AC04652-2022-11-02-12266','A682-8','pvJjcNnj', 'LB')
('AC12058-2022-11-01-12303','A684-9','pZWGSQyjBSVbsUKD', 'UB')
('AC12058-2022-11-01-12304','A684-10','JgThj', 'UB')
('SL12058-2022-11-01-12037','S502-13','VWXiQQSouJVeJLT', 'MB')
('AC12058-2022-11-01-12306','A684-12','pV', 'SU')
('SL22517-2022-11-01-12106','S505-10','zSbIQUsoqVLBty', 'MB')
('AC12058-2022-11-01-12308','A684-14','IBSIGW', 'LB')
('SL12058-2022-11-01-12040','S502-16','v', 'SU')
('SL12058-2022-11-01-12046','S502-22','V', 'UB')
('AC04652-2022-11-02-12276','A682-18','SiJGcxQOHQJjWFj', 'SU')
('SL12058-2022-11-01-12054','S503-6','pWzUivsVPnT', 'UB')
('AC04652-2022-11-02-12300','A684-6','VpDGLLxygcF', 'SU')
('AC12058-2022-11-01-12338','A686-8','wY', 'LB')
('AC22517-2022-11-01-12318','A685-6','foLFaSPeOlrBcDtR', 'SU')
('AC12058-2022-11-01-12342','A686-12','ZbFPcPivQTM', 'SU')
('AC04652-2022-11-02-12310','A684-16','uFaJdQXBBhC', 'UB')
('SL04652-2022-11-01-12201','S509-9','iAPvcF', 'LB')
('AC22517-2022-11-02-12300','A684-6','yRk', 'SU')
('AC22517-2022-11-01-12322','A685-10','YHntuEHG', 'UB')
('AC22517-2022-11-01-12323','A685-11','xU', 'SL')
('AC04652-2022-11-02-12364','A687-16','aTjXwrwaykCbi', 'UB')
('SL22517-2022-11-02-12263','S511-23','M', 'SL')
('SL04652-2022-11-02-12275','S512-11','Qcbh', 'UB')
('SL04652-2022-11-01-12249','S511-9','yYxSt', 'LB')
('SL04652-2022-11-02-12278','S512-14','Qb', 'UB')
('AC04652-2022-11-01-12582','A699-18','nWzUsvNnYmAr', 'SU')
('AC22517-2022-11-01-12397','A689-13','SWNjcyQe', 'LB')
('SL04652-2022-11-02-12329','S514-17','fFikKrx', 'LB')
('SL22517-2022-11-02-12319','S514-7','RtXUILklH', 'SL')
('AC12058-2022-11-01-12453','A692-15','jyBjRNDzzNn', 'UB')
('AC04652-2022-11-02-12472','A693-16','kgA', 'UB')
('AC22517-2022-11-02-12441','A692-3','wStZMKPLRAyJ', 'UB')
('SL04652-2022-11-02-12378','S516-18','iOYNiJV', 'MB')
('AC04652-2022-11-01-12710','A707-2','vZmrto', 'LB')
('SL04652-2022-11-02-12423','S518-15','mGoGZ', 'SL')
('SL04652-2022-11-01-12394','S517-10','EI', 'MB')
('SL22517-2022-11-02-12406','S517-22','d', 'UB')
('AC04652-2022-11-02-12527','A696-17','uHRFRi', 'SL')
('SL04652-2022-11-01-12396','S517-12','XLbi', 'LB')
('AC04652-2022-11-02-12529','A697-1','CEH', 'LB')
('SL22517-2022-11-02-12420','S518-12','YalxZHLHPBbaHTGw', 'LB')
('SL22517-2022-11-02-12421','S518-13','dcRsQGBkHKeJ', 'MB')
('AC04652-2022-11-01-12729','A708-3','dxpglstA', 'UB')
('AC04652-2022-11-02-12546','A697-18','jBiwmp', 'SU')
('AC22517-2022-11-02-12503','A695-11','vBqUuGJyBcLhPA', 'SL')
('AC22517-2022-11-01-12551','A698-5','IJqKgipEXlDD', 'SL')
('SL12058-2022-11-01-12290','S513-2','HeSTaQDrUn', 'MB')
('AC22517-2022-11-02-12513','A696-3','LADnZUpgwYRDX', 'UB')
('SL22517-2022-11-02-12443','S519-11','FREHzW', 'UB')
('AC22517-2022-11-01-12560','A698-14','cdYzNUTMIwNugo', 'LB')
('SL22517-2022-11-02-12452','S519-20','LXPIjYoUFaD', 'LB')
('SL04652-2022-11-01-12442','S519-10','lojdHPrGDe', 'MB')
('SL22517-2022-11-02-12456','S519-24','CzEVfmw', 'SU')
('SL04652-2022-11-02-12496','S521-16','RjZqeZbCUG', 'SU')
('SL04652-2022-11-02-12498','S521-18','IDdjNzfuTPMgbKcO', 'MB')
('AC04652-2022-11-02-12605','A701-5','Qo', 'SL')
('SL04652-2022-11-01-12476','S520-20','F', 'LB')
('SL04652-2022-11-02-12507','S522-3','hMqc', 'UB')
('AC22517-2022-11-02-12568','A699-4','cAFAywp', 'UB')
('AC12058-2022-11-01-12625','A702-7','sMijPy', 'LB')
('SL22517-2022-11-02-12497','S521-17','OAijVTJpBT', 'LB')
('SL22517-2022-11-02-12524','S522-20','aUpuPleJeoHOIG', 'LB')
('SL04652-2022-11-02-12542','S523-14','kzBUTnNSUVQrC', 'UB')
('SL04652-2022-11-02-12551','S523-23','JQwbtO', 'SL')
('AC22517-2022-11-02-12624','A702-6','EBGNuBdXdt', 'SU')
('AC12058-2022-11-01-12665','A704-11','SrrsMhptJyri', 'SL')
('AC04652-2022-11-02-12667','A704-13','bduCikufOsA', 'LB')
('SL04652-2022-11-01-12526','S522-22','ATcDeYWPd', 'UB')
('SL04652-2022-11-02-12557','S524-5','hEaXziUq', 'MB')
('SL12058-2022-11-01-12391','S517-7','aXmBBArYEdtuuKFa', 'SL')
('AC04652-2022-11-01-12848','A714-14','yHDp', 'LB')
('AC12058-2022-11-01-12672','A704-18','SvqGeQTKQ', 'SU')
('SL04652-2022-11-01-12529','S523-1','JDYDBnYhfEqNnn', 'LB')
('AC04652-2022-11-02-12674','A705-2','uotLCjNJRlAmSMK', 'LB')
('SL04652-2022-11-02-12560','S524-8','qRxrppOCz', 'SU')
('AC04652-2022-11-01-12849','A714-15','hCAuCA', 'UB')
('AC22517-2022-11-01-12715','A707-7','SynFtu', 'LB')
('SL22517-2022-11-01-12505','S522-1','yxIqDZGVUduebui', 'LB')
('SL04652-2022-11-01-12565','S524-13','aSdLFKxcfEwv', 'MB')
('AC04652-2022-11-02-12696','A706-6','Ffug', 'SU')
('AC12058-2022-11-01-12707','A706-17','rjIyuObsc', 'SL')
('AC12058-2022-11-01-12708','A706-18','KdbjOeXAxfnkWA', 'SU')
('SL04652-2022-11-02-12587','S525-11','qXPw', 'UB')
('AC04652-2022-11-01-12890','A717-2','XzcUcr', 'LB')
