('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('AC04652-2022-11-02-13085','A727-17','ZJKcSmxy', 'SL')
('AC04652-2022-11-02-13086','A727-18','dZeapKkt', 'SU')
('SL04652-2022-11-02-12946','S540-10','MCMvBaLjhP', 'MB')
('AC22517-2022-11-01-13101','A728-15','FEzJUhBNVwVRGdB', 'UB')
('SL22517-2022-11-01-12870','S537-6','enyrjyq', 'UB')
('AC04652-2022-11-02-13089','A728-3','oFvB', 'UB')
('SL22517-2022-11-02-12933','S539-21','GuYjNms', 'MB')
('AC04652-2022-11-01-13256','A737-8','iTf', 'LB')
('AC04652-2022-11-01-13258','A737-10','SMEuAvHYbw', 'UB')
('SL22517-2022-11-02-12936','S539-24','GclhjdzBXGH', 'SU')
('AC22517-2022-11-01-13112','A729-8','RyszzNvgxbZI', 'LB')
('SL04652-2022-11-01-12942','S540-6','cbFLFE', 'UB')
('SL04652-2022-11-01-12943','S540-7','pvxrfPIdlKs', 'SL')
('AC22517-2022-11-01-13113','A729-9','xiQnxzkkpZRBihrs', 'UB')
('SL04652-2022-11-01-12970','S541-10','vHDf', 'MB')
('SL22517-2022-11-01-12891','S538-3','NOLX', 'UB')
('SL04652-2022-11-02-12987','S542-3','w', 'UB')
('SL22517-2022-11-01-12893','S538-5','hazLHYalsVU', 'MB')
('SL04652-2022-11-02-12988','S542-4','nDQ', 'LB')
('SL04652-2022-11-01-13036','S544-4','HHCwWIheOYVvSj', 'LB')
('SL22517-2022-11-02-13034','S544-2','cy', 'MB')
('AC12058-2022-11-01-13167','A732-9','bELrBmYKqSw', 'UB')
('AC12058-2022-11-01-13168','A732-10','ucAgvnX', 'UB')
('SL12058-2022-11-01-12894','S538-6','FqEJhmsLvStCWE', 'UB')
('AC12058-2022-11-01-13171','A732-13','ffrAvWyGkghgDUeb', 'LB')
('AC12058-2022-11-01-13178','A733-2','yKNygbG', 'LB')
('SL22517-2022-11-01-12982','S541-22','EsuFWpUmAsC', 'UB')
('SL12058-2022-11-01-12901','S538-13','eojiUWtirvKcVb', 'MB')
('AC22517-2022-11-02-13154','A731-14','ZGc', 'LB')
('AC04652-2022-11-01-13382','A744-8','AdU', 'LB')
('SL22517-2022-11-02-13064','S545-8','MnFLhK', 'SU')
('AC04652-2022-11-02-13217','A735-5','LmEimKJCTsBenlf', 'SL')
('SL22517-2022-11-02-13069','S545-13','NLsanXY', 'MB')
('AC22517-2022-11-02-13165','A732-7','uBnpore', 'LB')
('AC04652-2022-11-02-13221','A735-9','UzXAmRI', 'UB')
('SL04652-2022-11-01-13091','S546-11','yGnoobsLGfsly', 'UB')
('AC22517-2022-11-01-13259','A737-11','UiyiqvQYujSRfm', 'SL')
('SL04652-2022-11-01-13108','S547-4','PlMs', 'LB')
('AC04652-2022-11-02-13238','A736-8','fcMS', 'LB')
('AC22517-2022-11-02-13192','A733-16','bQcrRMI', 'UB')
('AC04652-2022-11-01-13415','A746-5','az', 'SL')
('AC22517-2022-11-02-13204','A734-10','kEyvr', 'UB')
('AC04652-2022-11-02-13251','A737-3','lEkPEjiStGQqyIu', 'UB')
('SL12058-2022-11-01-12947','S540-11','hCkqV', 'UB')
('SL22517-2022-11-01-13037','S544-5','Qzhnll', 'MB')
('AC12058-2022-11-01-13233','A736-3','mu', 'UB')
('SL22517-2022-11-02-13120','S547-16','bKczVJThKnXUSsft', 'SU')
('AC22517-2022-11-02-13213','A735-1','vXUQcSQOdJcfbtF', 'LB')
('AC22517-2022-11-01-13291','A739-7','ZnDomDHSAm', 'LB')
('SL22517-2022-11-02-13127','S547-23','vzcpmANmI', 'SL')
('SL22517-2022-11-02-13128','S547-24','tJHIvlYROm', 'SU')
('SL04652-2022-11-02-13130','S548-2','RPzZmou', 'MB')
('SL12058-2022-11-01-12953','S540-17','ejqUkotAJnMX', 'LB')
('SL22517-2022-11-02-13135','S548-7','teRNGq', 'SL')
('AC22517-2022-11-01-13307','A740-5','LVDMJEdIwhVSqPT', 'SL')
('AC22517-2022-11-01-13308','A740-6','FWZiVDPCD', 'SU')
('AC04652-2022-11-02-13284','A738-18','ONfnEQUbJdTZTpiN', 'SU')
('SL22517-2022-11-02-13142','S548-14','pTmT', 'UB')
('AC22517-2022-11-01-13320','A740-18','lYiZCJchrsxtHO', 'SU')
('AC22517-2022-11-01-13321','A741-1','eIlz', 'LB')
('SL12058-2022-11-01-12968','S541-8','Yktz', 'SU')
('SL04652-2022-11-02-13152','S548-24','zJW', 'SU')
('SL04652-2022-11-02-13153','S549-1','n', 'LB')
('AC04652-2022-11-01-13505','A751-5','NsGaYce', 'SL')
('AC04652-2022-11-01-13506','A751-6','KPtzSPYbzUipTKUH', 'SU')
('SL22517-2022-11-01-13095','S546-15','qWPxagM', 'SL')
('SL04652-2022-11-01-13193','S550-17','VOyKNlrkdWeY', 'LB')
('AC22517-2022-11-02-13274','A738-8','aUk', 'LB')
('AC04652-2022-11-01-13511','A751-11','eO', 'SL')
('SL12058-2022-11-01-13006','S542-22','RMdCzZAwsfYXk', 'UB')
('AC12058-2022-11-01-13294','A739-10','ithJgsDiiC', 'UB')
('SL04652-2022-11-01-13200','S550-24','GJFxUN', 'SU')
('SL22517-2022-11-01-13104','S546-24','HtxilkrMfOQ', 'SU')
('SL22517-2022-11-02-13188','S550-12','tQxLzw', 'LB')
('AC12058-2022-11-01-13299','A739-15','MALAN', 'UB')
('SL22517-2022-11-02-13190','S550-14','AUIHLEyTf', 'UB')
('AC22517-2022-11-02-13285','A739-1','Iq', 'LB')
('AC22517-2022-11-02-13287','A739-3','AZnluP', 'UB')
('SL22517-2022-11-02-13196','S550-20','m', 'LB')
('AC22517-2022-11-01-13372','A743-16','zGSpmrmSvehxgs', 'UB')
('AC22517-2022-11-01-13373','A743-17','UUWHNmvksY', 'SL')
('SL22517-2022-11-01-13114','S547-10','vZKXmdbgS', 'MB')
('SL04652-2022-11-02-13194','S550-18','KLsrCaKQtjkQv', 'MB')
('SL04652-2022-11-02-13195','S550-19','AiVoJtzIjW', 'UB')
('SL12058-2022-11-01-13024','S543-16','caKifSbEJUUgVOr', 'SU')
('AC04652-2022-11-02-13342','A742-4','JBgUuRgDOX', 'UB')
('SL12058-2022-11-01-13027','S543-19','o', 'UB')
('AC22517-2022-11-01-13380','A744-6','wcgqDQGyuP', 'SU')
('AC04652-2022-11-01-13535','A752-17','Fl', 'SL')
('AC12058-2022-11-01-13316','A740-14','fupYdnydu', 'LB')
('SL22517-2022-11-01-13130','S548-2','eAXpucz', 'MB')
('SL22517-2022-11-01-13131','S548-3','vwKyJcmFiLlu', 'UB')
('AC04652-2022-11-02-13361','A743-5','fJyivJbzLcHdWS', 'SL')
('SL22517-2022-11-01-13134','S548-6','yYBqtm', 'UB')
('SL12058-2022-11-01-1304
