('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('SL04652-2022-11-02-7097','S296-17','BPIsZ', 'LB')
('SL04652-2022-11-01-6994','S292-10','qPt', 'MB')
('AC22517-2022-11-01-6952','A387-4','a', 'UB')
('AC22517-2022-11-01-6953','A387-5','Fj', 'SL')
('AC04652-2022-11-02-6971','A388-5','xg', 'SL')
('AC04652-2022-11-01-7083','A394-9','bestrGzK', 'UB')
('SL04652-2022-11-01-7003','S292-19','bTEAehrCWOE', 'UB')
('AC12058-2022-11-01-7083','A394-9','fBOmHnSCed', 'UB')
('SL12058-2022-11-01-7017','S293-9','iJsbTHETfyWXD', 'LB')
('SL22517-2022-11-02-7104','S296-24','guyJpBcdUV', 'SU')
('SL04652-2022-11-01-7014','S293-6','crwdTJKiQPreH', 'UB')
('AC12058-2022-11-01-7087','A394-13','kvH', 'LB')
('AC04652-2022-11-02-6994','A389-10','nzVK', 'UB')
('AC04652-2022-11-02-6997','A389-13','HGuduY', 'LB')
('SL22517-2022-11-01-6983','S291-23','ujzljnz', 'SL')
('SL12058-2022-11-01-7034','S294-2','P', 'MB')
('SL04652-2022-11-02-7127','S297-23','LIbeNQjeyhuOZWNH', 'SL')
('AC12058-2022-11-01-7097','A395-5','kqPxIW', 'SL')
('SL04652-2022-11-01-7032','S293-24','doGcqBYmbNt', 'SU')
('SL04652-2022-11-02-7134','S298-6','LFQnQpBIt', 'UB')
('SL22517-2022-11-01-6994','S292-10','knEWXs', 'MB')
('SL22517-2022-11-02-7121','S297-17','NNPEupbKq', 'LB')
('SL12058-2022-11-01-7052','S294-20','XrVpj', 'LB')
('AC04652-2022-11-02-7017','A390-15','XNfUDiQIXjuRkVhU', 'UB')
('SL22517-2022-11-01-6996','S292-12','AtfAMxCcldUJZmka', 'LB')
('AC12058-2022-11-01-7107','A395-15','IvnxqiPoGOlsnd', 'UB')
('SL22517-2022-11-01-6999','S292-15','ZcXcTRMiKzQslr', 'SL')
('SL04652-2022-11-01-7047','S294-15','GXIkgkMHdqulBTqb', 'SL')
('AC22517-2022-11-01-6997','A389-13','ndTHVISTuLnqP', 'LB')
('AC22517-2022-11-02-7182','A399-18','bWVUwDzGiMRTmvio', 'SU')
('SL04652-2022-11-01-7053','S294-21','F', 'MB')
('SL22517-2022-11-02-7137','S298-9','pkp', 'LB')
('SL12058-2022-11-01-7063','S295-7','sDyXFt', 'SL')
('SL04652-2022-11-01-7055','S294-23','c', 'SL')
('AC12058-2022-11-01-7117','A396-7','fVuglIOB', 'LB')
('SL22517-2022-11-02-7144','S298-16','kksSzAHazgPzC', 'SU')
('SL22517-2022-11-02-7145','S298-17','zHNAhWRqgiGpM', 'LB')
('SL12058-2022-11-01-7070','S295-14','Gg', 'UB')
('AC04652-2022-11-02-7037','A391-17','Dk', 'SL')
('AC12058-2022-11-01-7123','A396-13','XV', 'LB')
('AC22517-2022-11-02-7193','A400-11','MGSdhSoDrHBVghio', 'SL')
('SL04652-2022-11-02-7159','S299-7','dYgMZxxLQUMKXJoW', 'SL')
('AC04652-2022-11-01-7137','A397-9','ccGZEPsMyjL', 'UB')
('SL04652-2022-11-01-7063','S295-7','tXINIzuBoSRCFTc', 'SL')
('AC12058-2022-11-01-7126','A396-16','dJhaSQdrtzDTPIq', 'UB')
('SL22517-2022-11-02-7152','S298-24','RhHcNlYoNEsooqxz', 'SU')
('AC22517-2022-11-01-7014','A390-12','hjwGzpk', 'SU')
('SL12058-2022-11-01-7082','S296-2','ZXdFwosq', 'MB')
('SL22517-2022-11-01-7022','S293-14','gWLruSGn', 'UB')
('AC04652-2022-11-01-7146','A397-18','gVxxNWSnCed', 'SU')
('AC22517-2022-11-01-7016','A390-14','pTSt', 'LB')
('SL04652-2022-11-01-7072','S295-16','xJJtbJWdBQYS', 'SU')
('SL22517-2022-11-01-7026','S293-18','vgyMeZB', 'MB')
('SL22517-2022-11-01-7028','S293-20','gCstv', 'LB')
('AC22517-2022-11-01-7018','A390-16','OBKarjL', 'UB')
('SL22517-2022-11-02-7164','S299-12','gnyRyvR', 'LB')
('SL04652-2022-11-01-7074','S295-18','OHTwsSZCfJo', 'MB')
('AC22517-2022-11-01-7020','A390-18','vhyay', 'SU')
('AC12058-2022-11-01-7134','A397-6','maTsqkFcYEfBzW', 'SU')
('SL12058-2022-11-01-7092','S296-12','uWGouOEWsLIxREZ', 'LB')
('AC12058-2022-11-01-7138','A397-10','OcGREBKANeIT', 'UB')
('AC22517-2022-11-01-7026','A391-6','pqYdVVuYcfi', 'SU')
('SL22517-2022-11-01-7038','S294-6','XULNtRaifMYAN', 'UB')
('AC22517-2022-11-01-7027','A391-7','mnjbI', 'LB')
('SL22517-2022-11-02-7171','S299-19','z', 'UB')
